浅析口译中的文化障碍,3114
浅析口译笔记教学的系统训练方法,3115
浅析商务英语口译的素质要求,3116
浅析语用学关照下口译中模糊信息的翻译,3117
浅析跨文化交际能力培养对国际商务口译的作用,3118
浅议口译中的跨文化意识,3119
浅议大学本科口译教材,3120
浅论从语言能力到口译技能的培养,3121
浅谈中高级口译考试对专业英语人才培养的作用,3122
浅谈口译中文化差异的应对策略,3123
浅谈口译入门策略,3124
浅谈口译教学中的图式理论应用,3125
浅谈口译教学和大学英语教学的关系,3126
浅谈外语导游口译技巧,3127
浅谈电力工程技术口译,3128
浅谈英语口译的技能培训,3129
浅谈英语口译资格证书考试与口译实践,3130
浅谈非英语专业口译教学,3131
浅谈高校外事口译及译员素质,3132
演讲者与口译员交流模式浅析,3133
现场口译中译员减压策略举隅,3134
用可接受性理论看英汉口译技巧,3135
由关联理论看口译预期,3136
略论职位头衔的口译,3137
社交语用失误与口译,3138
穿梭于经验与习惯之间,3139
笔记交替传译的关键,3140
笔记在口译中的作用和技巧,3141
等值翻译理论的精髓及其在口译中的应用,3143
经贸题材之演说于口译教学之应用,3144
翻译专业开放式口译教学模式的研究,3145
职业技术学院外语专业口译训练方法,3146
背诵应用于提高大学生英语口译能力的研究,3147
背诵输入与英语口译教学的实践与理论研究,3148
脱离原语外壳的口译记忆技能训练,3149
自主学习型英语口译教学模式探索,3150
自主学习模式与大学英语口译教学,3151
英汉交替传译中的理解,3152
英汉口译中的文化思维干扰现象,3153
英汉同传困境的表现方式及应对之策,3154
英语专业口译教学中情景模拟训练的应用,3155
英语专业口译课程设置的再思考,3156
英语专业学生自主口译能力培养途径的探索,3157
英语专业本科生口译失误实例分析及启示,3158
英语口译中的跨文化意识,3159
英语口译中话题熟悉程度的心理认知机制,3160
英语口译教学中跨文化意识的培养,3161
英语国贸专业交替传译教学改革探索,3162
衔接理论在口译教学中的应用,3163
衔接理论在口译过程中的应用,3165
西方口译认知研究概述,3166
观念与机制的创新,3167
计算机网络环境下的口译技能训练模式的构建,3168
认知心理学理论在口译教学记忆训练中的应用,3169
记忆规律与口译教学中的记忆训练,3170
论交替传译技能的培养,3171
论人际传播的口译沟通,3172
论冗余在同声传译中的价值,3173
论口译中非言语交际的作用,3174
论口译意义的提取,3175
论口译教学与语言教学的差异及口译教学的系统化,3176
论口译教学中的多位数字英汉互译,3177
论口译教学训练评估,3178
论口译的简洁性,3179
论口译笔记,3180
论口译职业化,3181
论口译能力的测试评估,3182
论外语教学中口译人员的跨文化意识,3183
论如何提高口译人才的专业技能和职业素质,3184
论媒体场合中的口译,3185
论宗教术语在口译中的应对策略,3186
论并置理论在口译训练中的应用,3187
论普通高校英语专业口译课教学计划,3188
论礼仪口译的特点及策略,3189
论高校教育外事口译,3190
译员如何充分利用口译环境特殊性,3191
译员并列双语者抑或合成双语者,3192
试议口译能力与复合型外语人才的培养,3193
试论口译中文化因素的归化与异化,3194
试论口译质量评估的阶梯式模式,3195
试论旅游口译中克服文化障碍的方法,3196
试论非英语专业口译员职业化培训策略,3197
试论高校英语口译教学,3198
试论高职院商务英语口译教学,3199
试谈口译练习在英语口语课堂中的作用,3200
语境与口译理解,3201
语境情景对口译的影响,3202
语境推理与口译,3203
语用失误与高职英汉口译教学策略,3204
语用学会话含意理论在口译中的运用,3205
语言顺应论对口译教学的启示,3207
谈口译中的理解问题,3208
谈口译中的笔记技能操控,3209
谈口译教学中如何帮助学生克服心理障碍,3210
谈口译教学的技能训练,3211
谈科技教学口译中非语言行为的形式和作用,3212
谈英语口译教学的原则和方法,3213
谈高校口译师资现状,3214
谈高校英语专业口译测试的规范化设计,3215
跨文化交际意识与能力,3216
跨文化交际意识和能力在口译中的重要作用,3217
跨文化交际视阈下川菜菜名汉英口译,3218
运用支架理论培养口译技能意识,3219
通过口译笔记法提高复合式听写能力,3220
释意派理论关照下的口译技巧研究,3221
释意理论下的口译教学初探,3222
释意理论下的口译教学模式,3223
释意理论与口译策略研究,3224
释意理论对口译与口译教学的启示,3225
释意理论对我国口译研究的影响,3226
重视文化思维提高口译技能,3227
非英语专业口译教学探讨,3228
非英语专业英语口译教学探索与实践,3229
非英语专业英语口译教学研究,3230
面子理论指导下的商务英语口译策略,3231
顺应论在商务访谈口译中的运用,3232
高校口译教学测试法新探,3233
高校外语口译教学模式探微,3234
高校英语专业口译教学策略和实践型口译人才培养,3235
高校英语口译教学浅谈,3236
高校英语口译教学的现状及对策分析,3237
高职口译教学定位及课堂教学模式,3238
高职高专口译教学初探,3239
高职高专英语口译课教学模式探讨,3240
跨文化交际口译中的语用迁移,3241
教材专业化是联络陪同口译专业化的前提喜忧参半的联络陪同口译教材,3242
完善catti考试体系强化职业道德意识职业道德规范应纳入全国翻译专业资格水平考试,3244
试论会议口译人才培养的核心课程设置,3246
口译教学中语言技能训练的地位及其方法,3247
台湾口译研究回顾记台湾翻译学会十年有成,3250
口译培训的定位与专业建设,3251
汉译英口译教学中学生产出性词汇能力的培养,3252
论口译教学多元化评估体系的构建,3253
将译员划分为并列双语者合成双语者的问题,3254
电视口译特点及启示,3255
浅谈幻灯片对同声传译质量的影响,3256
论翻译专业口译教材编写的理论依据,3257
口译的质量标准和评估模式初探,3258
口译的质量与控制,3259
从母语译入外语东亚三国的经验对比,3260
并类型双语译员合成性双语译员口译实践的对比研究中国译员和新加坡译员口译的个案研究,3261
论同声传译的省略策略,3262
基于信息技术的口译教学方法创新,3263
西方口译理论的兴起及其在中国的接受,3264
口译质量评估以服务对象为标准,3266
20世纪80年代以来我国口译研究状况述评,3268
catcher与底座,3269
专业口译的质量定位及同声传译的质量评估,3271
中医临床留学生教育口译话语分析,3272
中国特色口译教材编写的建构性尝试材,3273
主位推进模式在英汉口译中的应用,3274
主位结构与口译中的信息处理,3275
交传口译怯场的成因及消除策略,3276
交替传译中短时记忆训练的认知心理学基础,3277
交替传译教学中的短期记忆训练,3278
交际法语言测试指导下的口译测试评估,3279
从bickerton语言哲学视角谈口译动态思维能力,3280
从交际法语言测试理论看三大口译测试,3281
从庭审的语境特点和语言特点看庭审口译的准确性,3282
从新闻英语的特点谈新闻的口译方法,3283
从目的论角度分析企业涉外商务谈判口译策略,3284
从英汉习语的文化差异谈英语口译,3285
从认知心理学的角度看口译,3286
从认知角度看同声传译译员误译的原因,3287
从话语分析角度论武术口译的文本构建,3288
从语用学的角度看口译中译者的作用,3290
以同声传译为目标 造就国际化人才,3291
元认知理论在口译教学中的运用,3292
全国翻译专业资格水平考试英语口译试题命制一致性研究报告,3293
关于口译中的文化因素及其影响,3294
刍议我国法庭口译制度的构建,3295
刍议提高英语口译中的听力,3296
利用多媒体技术进行口译教学的利弊分析,3297
功能翻译理论对翻译专业口译教学的启示,3298
反省法对于同声传译研究适用性探析,3299
口译与叛逆,3300
口译与口译教学探讨,3301
口译与工作记忆研究,3302
口译与演讲艺术,3303
口译中克服文化障碍的符号学视角,3305
口译中模糊信息的功能及其处理,3306
口译中的弦外之音,3307
口译中的常见问题及应对策略,3308
口译中的形变与实传,3309
口译中的文化缺位补偿,3310
口译中的认知资源分配,3312
口译中的语感机制,3313
口译中的语用能力,3314
口译中的非语言因素及其对口译的影响,3315
口译中长句处理的分析,3316
口译之管见,3317
口译场上的变译机制,3318
口译学习者认知学习策略探析,3320
口译思维与口译能力,3321
口译怯场及其应对策略,3322
口译技能的培养与大学英语教学,3323
口译教学与实用型口译人才培养,3324
口译教学中的助记法,3325
口译教学中的听力训练初探,3326
口译教学中记忆的认知分析,3327
口译教学之关联途径,3328
口译教学五原则,3329
口译教学改革中的几个问题及对策,3330
口译教学构筑实践型口译人才培养模式的探讨,3331
口译生成策略探析,3332
口译的不在场效应论与译员的临场应对,3333
口译的发展史及特点,3334
口译的基本知识和技能培养,3335
口译的怯场心理分析及对策,3336
口译的渊源及职业化研究,3337
口译笔记的必要性,3338
口译考试中的失误因素分析,3339
口译职业化带来的口译专业化,3340
口译能力与口译测试有用性之关系研究,3341
口译能力评估和译员能力评估,3342
口译认知研究的心理学基础,3343
口译记忆的心理学基础及对教学的启示,3344
口译记忆认知与记忆策略探索,3345
口译课堂内的焦虑研究,3346
口译课程的建构主义教学设计,3347
口译课程设置与口译教学原则,3348
口译质量的基本标准与多重视角,3349
口译过程中的理解与口译教学,3350
口译过程中省略技巧的运用,3351
口译过程中误译的主要原因及对策,3352
口译顺译的认知诠释,3353
台湾口译研究现况之探讨,3354
同声传译与工作记忆关系的认知分析,3355
同声传译中的信息流失及应变策略,3356
同声传译中的犹豫动因实证,3357
同声传译原则分析,3358
同声传译研究的认知模型对口译教学的启发与思考,3359
同声传译研究的认知模型述评,3360
同声传译过程中的工作记忆与双语控制研究,3361
听与说的链接论口译中的理解,3362
商务口译中的有效记忆,3363
商务英语专业口译课程教学与考试改革设想,3364
国内口译论文的量与质发展与问题,3365
国际贸易会谈中英语口译的质和量,3366
图式理论在口译过程中的体现及其对口译教学的启示,3367
图示理论与口译记忆能力训练,3368
外语教育职业化研究从澳中口译资格认证对比分析口译的职业化发展,3369
多媒体英语口译教学模式中师生角色的转变,3370
大学英语口译教学浅谈,3371
大学英语口译教学现状研究,3372
如何做好口译的笔记,3373
如何利用推理教学法指导新形势下的口译教学,3374
对中国口译研究主题发展趋势的分析报告,3375
对口译交际效度的辩证分析,3376
对近十年中国口译研究现状的调查与分析,3377
导游口译策略刍议,3378
小议汉英口译中的长句翻译,3379
广西东盟博览会高级口译人才培养模式研究,3380
应用型商务英语口译的特点及教学措施研究,3381
形式技巧认知负荷,3382
影响口译记忆的因素及改善记忆效果的策略,3383
怎样做好外交口译工作,3384
怎样提升汉英口译中信息传递的效率,3385
成人外语学习者提高口译水平探微,3386
我国口译教学评估的现状与探讨,3387
我国法庭口译面临的机遇与挑战,3388
我国翻译口译专业资格水平认证考试与口译教学改革,3389
我国高端英语口译人才培养研究,3390
教学互动与口译能力培养,3391
数字训练与多语种口译训练系统,3392
普通师范院校口译课教学的新思路,3393
民族院校口译教材的使用前评估,3394
汉英交替传译过程中译员笔记特征实证研究,3395
汉英口译中应注意的礼貌原则,3396
汉英口译教学学生驾驭词汇能力的培养,3397
汉英口译的常用技巧,3398
法庭口译简论,3399
浅析情景教学法在高校商务英语口译课程中的应用,3400
浅析民族地区高校的口译教学,3401
浅析语域对正式场合汉英口译的制约性,3402
浅谈交传笔记在口译中的应用,3403
浅谈口译中的文化差异问题,3404
浅谈同声传译中的二效兼顾,3405
浅谈大学英语口译教学中的技能训练,3406
浅谈大学英语口译课堂教学,3407
浅谈政论英语口译中的基本原则和常用技巧,3408
浅谈英汉口译的听力训练,3409
浅谈英语导游口译的语言技巧,3410
涉外企业跨文化商务英语口译研究,3411
涉外商务谈判口译策略,3412
特殊用途口译,3413
独立学院专业英语口译课教学探讨,3414
独立学院英语专业口译教学现状的分析及其对策,3415
由着作权法探讨口译服务之权利义务关係,3416
电视传媒中的同声传译,3417
真实材料在口译课的应用,3418
短时记忆能力的培养与大学英语口译教学,3419
科技英语口译问题初探,3420
美国手语翻译的历史和职业化,3421
英汉交替传译中的预测机制,3422
英汉口译中的语用对比与语用失误研究,3423
英汉口译中顺句驱动策略的运用,3424
英汉口译过程中推理的作用,3425
英汉同声传译中名词化结构的顺译技法探讨,3426
英汉同声传译中顺译和重复的结合,3427
英汉语口译研究初探,3428
英汉语篇口译中的衔接与连贯,3429
英语口译心理素质教学训练实证研究,3430
英语口译教学中的记忆与笔记的训练,3431
英语口译的原理和特点,3432
英语口译课程的探究,3433
英语学习和口译的距离,3434
英语语调在口译中的功能,3435
视阅口译及其训练方法,3437
记忆效果的提高与口译教学,3438
记者招待会的口译和释意理论,3439
论专业型英语口译人才培养模式,3440
论交际策略在英汉口译中生词翻译的运用,3441
论口译中的模糊表达策略,3442
论口译交际的特殊性,3443
论口译测试模式和口译测试量化评估,3445
论口译的多样性及其质量评估,3446
论口译课教学中的模拟现场口译训练的运用,3447
论同声传译中的信息简约及其尺度,3448
论同声传译技能的训练,3449
论商务口译技巧,3450
论结核病防治国际合作项目英汉翻译策略,3451
论英语口译中的文化空缺现象,3452
论英语口译人员的职业素质结构,3453
论词块在现代汉译英口译教学中的作用,3454
论顺译原则在英汉同传教学与实践中的实施策略,3455
论高职高专商务英语口译教学中的技能训练,3456
译前准备与口译质量,3457
译员应对口译粗话的策略,3458
译员的素质与国际会议同声传译,3459
试论会议口译人才培养的层次和相关课程设置,3460
试论口译教学,3461
试论运用建构主义支架式教学模式实施口译教学,3462
试论高校外事英语口译,3463
试论高职院校口译教学之特点及目标定位,3464
话语标记语在顺句驱动中的作用及翻译策略,3465
语篇衔接与英汉同声传译,3466
语言传播中口译译员的修辞者身份,3467
语言简洁性策略在汉英口译中的应用,3468
课堂口译教学模式探讨,3469
谈变通与补偿技巧在口译中的运用原则,3470
谈口译语言的英汉习惯取向与平衡原则,3471
谈商务口译中模糊策略的语用功能,3472
谈汉英口译中的主位转换,3473
谈翻译专业口译素质的培养,3474
贝克尔境界与口译临场最佳状态调适,3476
跨学科口译理论研究在中国,3477
跨文化视域下的口译过程和策略研究,3478
运用思维推理在口译实践中脱离原译话语外壳,3479
近五年口译研究质量调查报告,3480
近十年口译的认知机制研究的综述,3481
逐步与同步口译的讯息批次处理特徵,3482
逐步口译的讯息中介表徵笔记的符码解析,3483
释意理论对口译实践的启示,3484
陪同口译中的突发情况及其处理,3485
非英语专业大学生口译能力调查与研究,3486
非英语专业引入英语基础口译课程的探讨,3487
高校英语口译课教学中应注意的问题,3488
高职高专商务口译教学的问题及前景,3489
高职高专英语口译教学存在的问题与改革,3490
nvq评估理念与3p商务口译模式,3491
中国口译教学 现状问题及对策,3492
中西人名口译谈,3493
中西同声传译理论研究回顾与展望,3494
从教材评估角度谈民族院校口译教材,3495
从翻译目的论谈译员译前的准备工作,3496
从认知心理学的角度谈口译中的短时记忆,3497
从话语分析的角度重识口译人员的角色,3498
从跨文化交际的角度看口译中的熟语翻译,3499
从释义论看涉外口译的准确性,3500
以学生为中心的口译员心理素质培养模式,3501
会议口译准备简论,3502
会议口译需要注意的几个问题,3503
关于英语口译训练途径的研究,3504
关于高职院校口译教学模式的新探索,3505
关系语用学的三元关系在口译中的互动研究,3506
关联理论在口译教学中的应用,3507
再谈口译的忠实,3508
删繁就简更好地发挥汉英口译在跨文化信息传递中的作用,3509
加强英语口译教学中的能力训练,3510
加强跨文化传播交流的国际接轨意识,3511
口译选择协商与顺应,3512
口译与多媒体计算机辅助语言教学,3513
口译与记忆历史现状未来,3514
口译专业化发展道路问题浅析,3515
口译中处理文化因素的灵活性,3516
口译中理想认知模式的建构及原则,3517
口译中的文化信息传递研究,3518
口译中的文化信息缺失及其补偿模式,3519
口译中的文化特征与思维建构,3520
口译中的灵活性处理,3521
口译中的理解,3522
口译中的笔记作用及技巧,3523
口译中的跨文化交流,3524
口译传播中的熵与原语效应,3525
口译教学中的中式英语及其应对之策,3526
口译教学初探,3527
口译教学技能训练探讨,3528
口译教学模式与原则,3529
口译教学法在公共英语课堂上的应用,3530
口译教学的前期准备和规划,3531
口译教学研究之我见,3532
口译教学策略初探,3533
口译的忠实忠实什么,3534
口译的特点与口译教材问题与前景,3535
口译的特点与过程刍议,3536
口译的记忆心理学基础,3537
口译笔记的技巧,3538
口译训练与实践中的知识积累,3539
口译训练中的心理障碍及教学对策,3540
口译语言的两个特点及其成因,3541
口译过程中记忆的认知分析,3542
口译过程研究与3p口译教学模式,3543
口语翻译的文化意象缺失,3544
合作礼貌原则与口译,3545
合作策略口译过程的语用学角度思考,3546
商务口译忠实性原则分析,3547
商务现场口译3p模式之初探,3548
商务英语口译中的跨文化意识,3549
商务谈判口译的语用等效,3550
商贸口译中的语用失误例析,3551
因特网资源对口译课程的丰富与辅助,3552
国际化环境下商务英语口译中的科学性训练,3553
基于net的英语口译计算机辅助教学系统,3554
基于关联交际的同声传译,3555
大学生口译能力开发的抑制及其应对策略,3556
如何加强口译教学中的听力训练,3557
对大学英语口译教学的思考,3558
对现今口译教材的思考,3559
应用型商务英语口译的特点与教学措施,3560
心理压力对口译解码过程的影响,3561
感受一段经历了解一种过程,3562
提高英语专业八级口译成绩的若干教学策略,3563
数字口译探究,3564
新世纪大学英语口译教学的探讨,3565
概念整合理论在口译中的应用,3566
汉英口译中重复词语的翻译,3567
汉英笔译与口译技巧差异分析,3568
法庭通译abc,3569
浅析中国菜名的口译理论与技,3570
浅议口译中的释译,3571
浅议口译中言语转换的简洁性,3572
浅议口译译员应具备的基本素质,3573
浅议学生口译能力在相关课程中的培养,3574
浅论商务口译,3575
浅谈口译教学中的笔记训练,3576
浅谈口译训练中的记忆训练,3577
浅谈同声传译中的预测技巧,3578
浅谈导游口译特点,3579
浅谈职业技术类院校口译课教学,3580
用交际法指导当代口译教学,3581
由关联理论视角看口译,3582
科技口译的原语效应,3583
美国的法庭口译,3584
英汉口译中的委婉表达,3585
英汉同声传译过程中介词的处理,3586
英汉同声传译顺句驱动操作的理据透析,3587
英汉语言对比与口译技巧,3588
英语专业口译课程的设置和教材,3589
英语口译学习的问题及对策,3590
英语口译思维能力的训练,3591
英语口译教学与学习能力的培养,3592
讲究口译技巧顺利口译称谓和谚语,3593
论交替传译能力对口译学习效果的影响,3594
论关联理论对口译的启示,3595
论厦大模式对本科英语专业口译教学的指导性作用,3596
论口译中的汉译英技巧,3597
论口译中的笔记,3598
论口译中的跨文化语言失误和语用失误,3599
论口译的哲学基础及语用原则的辩证与互补,3600
论口译预测能力及其训练方法,3601
论国际商务口译的语言交际技巧,3603
论大学本科口译教学的定位及方法,3604
论技术英语口译工作,3605
论礼貌原则在口译中的运用,3606
论译员会议前的口译准备工作,3607
评估口译忠实度的策略,3608
试析大学英语口译教学中存在的问题,3609
试析现场即席口译中的常用技巧,3610
试论口译中记忆的提高,3611
试论同声传译的质量评估,3612
试论广东话在中英口译中的问题,3613
试论改进口译教学现状的途径,3614
试谈口译教学中听说及数字技能的训练,3615
话语标记语在会议口译中的重要性及翻译策略,3616
语用失误与英语口译效果,3617
语言顺应论与口译实务,3619
语际释意相似与口译中的不可译性,3620
谈口译教学中的技能训练,3621
谈英语口译学习的误区和对策,3622
通过英语各课程之间的协调提高口译教学质量,3623
非英语专业大学英语口译教学研究,3624
非英语专业学生口译能力培养,3625
非言语因素在口译中的作用,3626
面子理论在国际商务谈判口译中的运用,3627
高中英语教学口译中的汉译英技巧,3628
高职高专院校英语口译教学之探讨,3629
口译标准信的实现记忆心理学在口译中的应用,3630
论口译专能的开发与培养,3632
论导译的不同标准,3633
国际口译职业规范与我国口译行业的规范化,3636
谈交传培训中的沟通模式教学,3637
优美快速的中英同步翻译教学,3638
颗星口译训练法,3643
口译在中国调查报告,3646
口译教学中的带稿同传,3647
在大学口译训练中的系统加强公众演说技巧的训练,3648
中国同传事业的起步及其专业化,3649
同声传译训练入门阶段的跟读联系,3650
口译中的背景知识对意义提取的作用,3651
同声传译在电视节目中的应用,3653
专业口译训练的几个重要环节国内外三家专业口译训练项目和机构的比较分析,3654
同步口译的增补类型与规律,3655
同声传译的训练方法,3656
口译质量口译员面临的挑战,3657
口译训练的教育意义,3658
论口语输出中语言预知模块的减压作用,3659
中澳口译水平考试及资格认证对比谈,3660
主述位翻译单位在口译中的应用,3661
主述位理论在口译教学中的应用,3662
交传技能训练的五大模块,3663
从英国的口译硕士课程看高级口译培训,3664
从顺应理论看口译语体的本质,3665
从顺应理论看语境在口译中的作用,3666
从顺译观点看英中同步口译以演说稿为例,3667
以学生为中心的多媒体口译教学探索,3668
任务准备条件对汉英连传目的语语法准确性的影响,3669
全球化语境下外事口译中的跨文化意识,3670
即席口译中长句的处理,3671
变译理论与口译探微,3672
口译定位与提高,3673
口译技术与艺术的统一,3674
口译中常见的四对矛盾和解决策略,3675
口译信息传递原则与策略,3676
口译思维中的言语理解过程,3677
口译技巧漫谈,3678
口译教学与素质教育,3679
口译教学中的相关语用链接,3680
口译教学中的问题与策略,3681
口译教学新探,3682
口译标准信的实现,3683
口译模式研究及译员能力培养,3684
口译特点与教学,3685
口译理论研究成果与趋势浅析,3686
口译的特点及标准,3687
口译笔记教学初探,3688
口译练习材料的选择标准,3689
口译词语选择与语境制约,3690
口译课程设置中出现的问题及其应对方法,3691
口译过程中影响理解的因素及理解能力的培训策略,3692
合作学习理论在英语口译课堂的应用,3693
吉尔的口译理解公式对译员的启示,3694
同声传译中顺译的类型与规律,3695
同声传译技能训练和运作模式,3696
商务口译刍议,3698
商务英语专业口译课程教学与考试改革新探,3699
商务英语口译实践点滴,3700
国内外主要口译训练模式与方法,3701
国际交流中口译语体的语用分析与顺应选择,3702
地方性口译人才教学模式研究,3703
外事英语口译及其特点,3704
如何认识和达到口译准确完整简捷传神,3705
对口译中记忆的认知分析,3706
对口译教学若干问题的阐述,3707
对英语口译人才培养的思考,3708
对高校口译教学若干问题的调查和研究一,3709
对高校英语专业口译教学改革的研究,3710
寻找口译过程中的最佳关联,3711
帮助学生实现口译信的标准,3712
弗里斯的语言学理论与口译原则,3713
形合与意合在英汉口译中的运用,3714
微格教学在口译技能培训中的应用,3715
德国功能翻译学派理论对口译标准的启示,3716
文化视角对释意派口译理论的积极作用,3717
新建本科院校英语口译课教学探讨,3718
汉英口译在大学英语教学中的应用,3719
汉英外位结构在口译中的应用,3720
汉英礼仪祝辞的口译训练,3721
浅析提高口译水平的对策,3722
浅谈口译中的障碍及应对策略,3723
浅谈口译实践,3724
浅谈口语表达的特征与口译能力的提高,3725
浅谈汉英口译中的无主句的翻译,3726
浅谈高校的外事口译及人员素质,3727
漫谈口译工作中的灵活性,3728
甘苦备尝话口译,3729
社会需求定位下高校口译人才培养的规范化,3730
简述我国口译教学现状及问题,3731
网络环境下口译教学模式的创新思考,3732
脱离源语外壳的商务英语口译技能训练,3733
英汉语篇对比认知与口译能力之实证研究,3734
英语口译教学中听力训练的方法和技巧,3735
英语口译教学方法探析,3736
英语口译教学的目标与内容选择,3737
英语导游翻译技巧的探讨,3738
论口译中的文化障碍问题,3739
论口译中简译法的应用,3740
论口译材料的选择,3741
论口译的时效性与通用性,3742
论口译的翻译单位,3743
论口译课程中学生能力的培养,3744
论培养双文化能力对口译能力提高的重要作用,3745
论导游口译中的跨文化交际,3746
论导游英语口译的简化,3747
论思维建构在外语口译教学中的应用,3748
论技术谈判英语口译的特点,3749
论英语口译中的听觉解码,3750
论非专职口译者的素质与要求,3751
译员主体性的体现,3752
试论口译中隐喻的理解与表达,3753
试论口译教学的技能训练,3754
试论口译译者的身份与自我认同,3755
试论口译过程中的语言障碍和非语言障碍,3756
试谈经贸英语口译教学,3757
语言信息处理观与口译笔记训练,3758
谈口译教学与技能训练,3759
谈口译资格认证考试的规范化设计,3760
谈英语口译的素质和质量标准,3761
防灾高专非外语专业英语口译课教学工作探讨,3762
面向市场的地方高校口译课程建设,3763
顺应理论与口译的修辞传真,3764
高校外语教学应重视口语与口译能力的培养,3765
高职高专英语口译教学中的师生关系定位,3766
从口译看情境与言谈的讯息互补关係,3768
从记忆机制看口译教学中记忆能力的培养,3769
从释意理论的发展看我国的口译研究,3770
关于高级口译人才培养的思考,3771
再谈口译教学及其改革,3772
再谈口译教学和口译教学改革,3773
口译与跨文化交际,3774
口译中思维惯常定势举隅,3775
口译中的记忆与理解,3777
口译交际中的动态因素分析,3778
口译交际的基本特点与口译教学,3779
口译对策论之基本策略解释,3780
口译应变策略,3781
口译技能训练创新之研究,3782
口译理论及模式概述,3783
口译的特点与技巧浅议,3784
口译的自我训练方法,3785
口译要素分析,3786
口译课程使用国际模拟会议之成效探讨,3787
口译质量评估研究的历史回顾,3788
同声传译人才的知识结构与人才培养,3789
同声传译的自我训练途径,3790
同步口译的口语特性与电视新闻阅听感受及收看意愿的关联,3791
同步口译的翻译单位与讯息结构,3792
商务口译中的跨文化差异,3793
大专口译课是否能提升学生口语能力之探讨,3795
大学本科口译教学的定位及教学,3796
大课堂口译教学中分组协作与竞争机制的引入,3797
探讨新世纪的口译教学迎接全球化的机遇与挑战,3798
汉译英口译教学中的增补问题,3799
浅论专业英语口译质与量的定位意识,3800
浅谈口译目的与标准,3801
浅谈口译笔记技巧,3802
浅谈如何作好工程技术口译,3803
漫谈金融口译,3804
科技口译策略选择与操作问题,3805
笔记技能在口译中的作用与训练要点,3806
简论口译教学中跨文化意识与能力的培养,3807
脚本理论视野中的口译行为,3808
英汉口译过程中的理解障碍分析,3809
英汉同声传译研究与优化专业英语口译教学,3810
英语专业的口译教学,3811
解读图表另一项重要的口译技能,3812
认知语言学与gile口译模式对大学英语教学的启示,3813
论口译中的文化因素及其影响,3814
论口译教学中的技巧训练,3815
论口译测试的规范化,3816
论口译记忆,3817
论口译记忆策略,3818
论口译课教学中课堂操练的方法,3819
论听众因素对译员口译策略的影响,3820
论施工现场口译,3822
试论口译中文化现象的翻译策略,3823
试论口译中的主题思想识别,3824
语用中的礼貌原则与口译的敬体形式,3825
语用学对口译的解释力,3826
谈如何做好英语口译工作,3827
跨文化意识与口译的得体性,3828
通过口译提高说的能力,3829
重视口译教学中的技能训练,3830
非语言因素对口译的影响,3831
高等教育自学考试英语专业口译教材的现状与探讨,3832
中国加入世贸组织后商务谈判面临的挑战,3833
中式菜肴名称的口译,3834
交传与明示推理交际口译的理性思考,3835
交替传译与同声传译辨,3836
交际法原则指导下的口译测试的具体操作,3837
从关联理论看口译过程中的最佳意义选择,3838
从口译实践到口译教学,3839
即席口译的理解过程,3840
厦大模式在理工科院校口译技能培训中的运用,3841
口译与口译教学浅谈,3842
口译中所涉及的口语相关因素的分析,3843
口译中逻辑问题的处理,3844
口译员的工作,3845
口译学习指标和测试评估,3846
口译学习要点浅析,3847
口译客户期待研究回顾与分析,3848
口译工作应注意的几个问题,3849
口译技巧中的图式理论研究,3850
口译技能分解训练探讨,3851
口译教学探究,3852
口译杂谈,3853
口译现场争执的处理,3854
口译理解过程中的心理噪音及其对口译教学的启示,3855
口译的思维方向性探微,3856
口译的网路教学,3857
口译的语义结构起伏性,3858
口译课堂教学策略,3859
口译课教学纵横谈,3860
口译过程中语言转换的理论分析及应用,3861
口译过程的语言运用,3862
同声传译的模式与技能训练,3863
商务谈判口译语用失误浅析,3864
外事口译标准初探,3865
大学英语口译教学中的临场训练,3866
对英汉口译技巧的若干思考,3867
对英语口译教学和口译实践的思考,3868
对话口译对翻译理论发展的重要贡献,3869
指代研究在口译教学中的运用,3870
整合课程设置优化口译教学,3871
文本同声传译材料的语言特点分析,3872
汉英口译教学中的思维问题,3873
汉语四字格英语口译的策略,3874
法庭翻译课程设置的初探,3875
浅谈口译教学与实践,3876
源语概括能力在口译过程中的重要性及其培养方法,3877
漫谈口译人员的素质,3878
漫谈汉英口译的基本类型和常用技巧,3879
现代教育信息技术环境下口译教学设计论,3880
现代电化教育环境下的口译教学,3881
由传播角度捡视医疗口译,3882
简论口译及相关技巧,3883
网路进阶口译教学中西视译之分析研究,3884
职业口译新形式与口译教学,3885
英汉口译特点及教法初探,3886
英语专业口译课程教学研究,3887
英语口译与语域的关系,3888
英语说服性演说的逐步口译教学评量机制设计,3890
记忆和笔记在口译中的作用,3891
论口译的质量与效果评估,3892
论口译质量评估的信息单位,3893
论口语教学与口译教学,3894
论复合型外语人才的标志性特征,3895
论技术谈判口译的特点,3896
论译员的口译准备工作,3897
译员的知识结构与口译课程设置,3898
试论口译教学和口译实践,3899
试论语境在口译中的预测功能,3900
谈口译笔记,3901
谈英语口译中几点技巧,3902
谚语的口译,3903
释意理论关照下的口译与口译教学,3904
面向市场的口译教学,3905
项目翻译中口译技巧初探,3906
也谈科技口译,3908
从bachman交际法语言测试理论模式看口译测试中的重要因素,3909
会议口译工作中的同声传译,3911
做好口译的几点体会,3912
入世与口译人才培养,3913
即席口译中摆脱记忆困境的策略初探,3914
